,id,dialect,tweet
17578,1095834224391647232,LY,"@kosai1khauli 🇸🇾
اوف اصعب شي بالدنيا الظلم 💔 انا ماني كذاب😭💔يؤبرني 😭عنجد ابدعت يارووح 😢👌يخليلي الرجولة💪 والله يعطيك العافيه😘🙏

#جمهوري_وغوالي_قلبي_الغير_الشكل👌… https://t.co/PZtHyqoduF"
17579,1096093835954872448,LY,"@kosai1khauli 🇸🇾
صلاحوو ❤بدي ياكي اتضميني وبس ياويلي انا😖تهبل كتير بحب هالدور وبحبكك ياخولي 😪الله يعطيك العافيه ياقلبي 💛😘

#جمهوري_وغوالي_قلبي_الغير_الشكل👌 #جمهورك_بيحبك_ومعك_على_طول… https://t.co/vTNPft4XnI"
17580,1096203535446814848,LY,"@kosai1khauli 🇸🇾
بونوي 💋
#مشتاق_لك💔 #مشتاق_لك💔 #مشتاق_لك💔 #مشتاق_لك💔 #مشتاق_لك💔 #مشتاق_لك💔 https://t.co/W8tx024gzd"
17581,1096206362692988800,LY,@jinan_jeje @kosai1khauli الجديد انو عم يصور بمسلسلو خمسة ونص وماشفنا اللوك 💔وانا اشتقتلو 😢
17582,1096210706339373056,LY,@jinan_jeje @kosai1khauli امين يااااارب العالمين🙏🙏🙏💓💓ويحميه ويحفظه يارب 🙏🙏انا بدي ياه يكون بخير وبس😭قصقص غالي على قلبي وبخاف عليه كتير كتير💔
17583,1096448278332268416,LY,"@kosai1khauli 🇸🇾
ليك احلى صباح واحلى مساء واحلى قصقص بالدنيا كلها😍😍💃💃انا مبسوطة كتير كتير اني سمعت صوتك وشفتك 💃😭 الله لايحرمني من هالطلة وظلك منور قلبي ياروح🙏🙏💓💓يخليلي الذؤق يلي… https://t.co/png3uzYyik"
17584,1096504732535816192,LY,"@kosai1khauli 🇸🇾
قصقص روحي وقلبي وعيوني😍😍من كواليس مسلسل خمسة ونص💃 يالله عنجد اللوك بيفلجججج 😭 اهم شي الذقن 🙈 ياويلي متل ماانا بحب 😜sojod_kosaikhauli_1990 شفتي… https://t.co/PvgLPslPyX"
17585,1096510399544000384,LY,"@kosai1khauli 🇸🇾
وانت احلى شي بالدنيا يخلينا ياك ولايحرمنا من هالطلة وهالوج 😍 تستاهل كل هالمحبة 💃💃💓💓نيالنا فيك حبيبي😘💕

@samaar1ali سمورة الف مبرووك😍💃💃💕💕تستاهلي حبيبتي😘😘💕💓وكتير حلو… https://t.co/tCtS398QIV"
17586,1096535054157778944,LY,@jinan_jeje @kosai1khauli تسلميلي🙈🙈💕😘امين يااااارب🙏💓دخيلووو بيستاهل كل الخير يؤبرني😍شفتي اللوك الجديد قصقص نزلو ع الستوري يجنن💃
17587,1096538117341937664,LY,"@kosai1khauli 
نيو لوك قصقص 😍😍💃💃💓🔥🔥#خمسة_ونص#رمضان_2019ياويل قلبي انا تهبل قصقص 😭كتير نطرتك هاللحظة الحلوة😪🔥💓الله يوفقك ويكون معك يارب🙏😘 https://t.co/ml1RQ3fqSt"
17588,1096782919702474752,LY,"@kosai1khauli 🇸🇾
ربي مايحرمنا من قلبك ياقلبي😢عنجد هرمنا وقتلنا الشوق لحتى انشوفك ياروح قلبي😭 احلى لوك🔥🔥😘 قصقص نحنا بلاك مابنسوى شي انت كل شي 🙏شكرا لوجودك بقلوبنا 😘😘💓🙏

@samaar1ali… https://t.co/qBKqiGQ24Q"
17589,1096798778013745152,LY,"#قصي_خولي#خمسة_ونص
@kosai1khauli 
الغلا كلو من كواليس مسلسل خمسة ونص 😍حماسنا بيزيد يوم عن يوم🔥🔥اللوك بيقتل😭🔥 https://t.co/AKaEaKBWXh"
17590,1097120673414160384,LY,@kosai1khauli ويسعدلي مساك وكل اوقاتك 😍💐🌸 يسلملي كلامك درر ياروح😍👌💓
17591,1097639923212083200,LY,"@kosai1khauli 
يسلملي يلي بيعمل رتويتات 😍نور التوتير ياروحي 💃❤😘"
17592,1097651684392677376,LY,"@kosai1khauli 🇸🇾
من ستوري قصقص 😍ماتقول شي انت حبوب الكل يالغلا 😍😘 وصحتين وهنا ع قلبك ❤تسلم ايدها والله يخليلك احبابك😘🙏 وقت شفت برغل ببندروة اتدكرت وقت طبختو 😂تؤبر قلبي مابنسى هاليوم… https://t.co/RiUHCNKuHE"
17593,1097674866298371968,LY,@jinan_jeje @kosai1khauli دخيلك ودخيلو 😍😍❤كتير بيحبا يؤبرني وكمان بيعرف يطبخا 😍 شايفتيه 😂يجننن يسلملي 🙈
17594,1097677460571860992,LY,@jinan_jeje @kosai1khauli يخليلي قلبك ياقلبي😍😂 ياريتك قريبه 😘اي تعلمتا من قصقص سهلة كتير😂دخيلو احلى شيف😭
17595,1097922298919772160,LY,"@kosai1khauli 🇸🇾
يالله شو بدي قول😭 قصقص انت احلى شي بالدنيا نيالنا فيك حوب 😘😘يخليلي ياك ولايحرمني منك يا حبيب الروح والقلب 😭ميرسي قصقص كتير بحبككك انا قد الكون يااحلى سوري… https://t.co/zVR7PJ7owK"
17596,1098224489035456384,LY,"@kosai1khauli 🇸🇾
من ستوري قصقص حبيبي😍😍يسلملي هالصووت الرايق انشالله دووم 😘💓كتير حلوين البوسترات 😍 حبيت😉
#جمهوري_وغوالي_قلبي_الغير_الشكل👌 #جمهورك_بيحبك_ومعك_على_طول #قصي_خولي… https://t.co/6TXizkSAu5"
17597,1098227450818019200,LY,"@kosai1khauli 🇸🇾
ويسعدلي ياك ويسعدلي هالضحكة 😍😍الحلوة ماحلاها 😘💓بتشهي 😋😋وصحتين وهنا ع قلبك ياقلبي😘وربي مايحرمك من احبابك يارب🙏

#جمهوري_وغوالي_قلبي_الغير_شكل👌🏻… https://t.co/Ko7I4kyWW7"
17598,1098265840741425152,LY,@sireen_ghaith @kosai1khauli قصدك الرجال الذكي 😜 قصقص عم يراضينا يؤبرني لانو بعرف قد اي اشتقنالو 😫
17599,1098306148871036800,LY,"@kosai1khauli 🇸🇾
يخليلي هالشبوبية 😍😍 ناطرينك ومتحمسين🔥 كتير للوك 💃💃رح يكون احلى عمل ورح يكسر الدنيا 🔥💃🕠 الله يوفقك حبيبي 😍ويكون معك يارب😘😘🙏🙏💓

#جمهوري_وغوالي_قلبي_الغير_شكل👌🏻… https://t.co/LYzHlJUD2p"
17600,1099097374474059776,LY,قصقص بتعرف انك ذكي كتير مو 😂مو حرام قلبي 😭💔 كنت بدي شوفك بالمرايا 🙈😪@kosai1khauli https://t.co/vfnpYM2iLJ
17601,1099098548925317248,LY,@kosai1khauli اشتقت لعيونك الحلوين 💔 مابتعرف كيف عم صبر حالي 😪💔
17602,1099104969544908800,LY,@Islamo9santina @kosai1khauli شبو لوك  متل مانك شايف مغطي وجو 😊
17603,1100053334550069248,LY,"@kosai1khauli 🇸🇾
دخيل هالصووت نورت ياروح الرووح😍والله يعطيك العافيه ولايضعيلك تعب 🙏🙏🙏نيالها😏 من دون ماتبين قصقص عنجد الله يصبر قلبي😫💔

#جمهوري_وغوالي_قلبي_الغير_شكل👌🏻… https://t.co/WaqiRTLVay"
17604,1102857027624218624,LY,"@kosai1khauli 🇸🇾
من ستوري قصقص نور عيوني😍😍 واحلى تحية 👌❤يخليلك احبابك ويخلينا ياك حبي 😘💛والله يوفقك ياقلبي🙏 ونحنا كمان اشتقنالك 💔

#جمهوري_وغوالي_قلبي_الغير_شكل👌🏻… https://t.co/IVVMtPWnEZ"
17605,1103433446104486016,LY,"@kosai1khauli 🇸🇾
من ستوري قصقص الحنون 💝يسعد البطن يلي حملك ويلي رباك 😍😭🙏ربي يخليلك ياهم ويطول بعمرهم ويعيشو ويشوفو اولاد اولادك ياروح 😘🙏🙏💝💝

#جمهوري_وغوالي_قلبي_الغير_شكل👌🏻… https://t.co/vJmZpVUDsM"
17606,1103659050787635200,LY,"@kosai1khauli 🇸🇾
من ستوري الغلا كلو😍دخيل هالعيون الحلوة يلي بالمرايا😯🙈 انشالله بيسلملي الرايق دووم ياعمري 😘💝🙏 

nabilajadallah دخيل قلبك نبولة 😂😘يخليلكم لبعض يارب 🙏 ويخلينا ياه… https://t.co/oUnQsYImZh"
17607,1103685168668249984,LY,"@kosai1khauli 
نيوك لوك قصقص #خمسة_ونص😍💃💃🔥🔥 تهبل تهبل 😯😭الله يحميلي ياك ويوفقك حبيبي 🙏💝😘 https://t.co/qnUWYNsWRa"
17608,1103685601025539968,LY,"@kosai1khauli 
قصقص حياتي 😍 نزل اللوك هون كمان ف كتار ناطرينك  وكتار عم يتابعوك ع التوتير والفيس يؤبرني المحبوب 😍💃💝😘"
17609,1103733456545169408,LY,"@kosai1khauli 🇸🇾
قصقص حبي انت 😍 ميرسي لقلبك ياقلبي 💝 😘 تستاهل  ياروحي نحنا شو ماعملنا بنظل مقصرين معك يخلينا ياك حوب 😘😘ربي يوفقك دايما ويكون معك بكل خطوة يارب 🙏🙏

khawla_khaulii… https://t.co/zNe31t1KPg"
17610,1103750889347710976,LY,"@kosai1khauli 🇸🇾
قصقص حبيبي 😍😍الف مبرووووووووك وصلت 2.9 💃💃💃💃🎇🎆🎉🎈عقبال الترليووون  حياتي 😍😍 تستاهل كل هالمحبة ياقلبي والله يزيد ويبارك ويكتر محبينك يارب 🙏🙏 هاليوم بلش بالفرح والسعادة… https://t.co/wv2YXfM0lG"
17611,1103769477701873664,LY,@Shaimaa2162015 الله يبارك فيكي شيمو 😍😍😘😘
17612,1103770530811990016,LY,@kosai1khauli @soledair_salon @eliomoussallem @NivinSkayki @rolas @lucky7levin ريتك تسلملي ويخليلي قلبكك 😍😍احلى  طلة واحلى نظرة واحلى لوك 💃💝ناطرينك ياروح 😘 بالتوفيق يارب 🙏💝
17613,1103771898402492416,LY,@jinan_jeje @kosai هههههه هالمشهد مابينتسى ابدا @kosai1khauli
17614,1103831411809808384,LY,@janahadad1 عنجد  انك قليلة ذؤق وقليلة ادب لو حدا غير قصي كان عطاكي بلوك مرتب 😒 بس هو خلوق ومابيرد انا برد عليه
17615,1104058329242857600,LY,"#Repost @kosai1khauli🇸🇾 (get_repost)
・・・
بعد تعب التصوير مبارح والبرد يلي اكلناه 🥶🤯🥶 كان لازم شوية تسلاية واكتشاف مهارات جديدة بحب دائما اختبرها 🤘👌😘 بحبكن كتير ❤ بوساتي لعيونكن… https://t.co/v9HHNnVCTg"
17616,1104169787796537216,LY,"@kosai1khauli 🇸🇾
من ستوري قصقص نور عيوني تؤبش قلبي 😘ع هالهضامة 😂💝😘 مابيخلص حديث النسوان 😂👌 الله يعطيكم العافيه حبيبي 😘 🙏 قصقص يخليلي هالضحكة بتشل 😍ماتبلى  الهي… https://t.co/1mbggC6mFw"
17617,1104179538311954432,LY,@jinan_jeje @kosai1khauli سلامه قلبك 😍 ايه كنت بدي قلك بس انشغلت الف مبروووك حبيبتي 😘💝
17618,1104405371484033024,LY,@h_d916 @kosai1khauli @soledair_salon @eliomoussallem @NivinSkayki @rolas @lucky7levin مبروك قصقص حط رسمتك ع الستوري بس ماعرف كيف يوصلك ع الانستغرام https://t.co/urlUAyW3JE
17619,1104483563624431616,LY,"@kosai1khauli 🇸🇾
بعد هالصورة الحماس صار 😂😭🔥🔥🔥🔥👏 كتير  متشوقين 💃💃 وصار بدنا نعرف اسمك بالمسلسل طيب اول حرف 😂😭 ونحنا بنحزر شو رايك قصقص😋 الله يوفقك حبيبي… https://t.co/KDut2cZ2vB"
17620,1104521504660828160,LY,@kosai1khauli لا كتير هيك ع قلبي 😭 🔥 قصقص بتفلجججججججج ولي ع قلبي 😭 ليك ماحدا بعدك يبلس احمر اي 😯💝 الله والنبي عليه الصلاة والسلام معك ويوفقك يارب 🙏💝 https://t.co/jZ6JBOVHuk
17621,1104877700584558592,LY,@jinan_jeje @kosai1khauli صح كل اعمالو وادوارو مابينمل منها ابداعو غير 😍😍😍 وبكل دور عمل بصمة👌😌
17622,1104878976399536000,LY,"@kosai1khauli 
قصقص موقع mbctreding كشف عن اسمك بالمسلسل والقصة 😒يالله ماحبيت 😭 ليش هيك عملو  اذا انت ماقلت ليش هني يصرحو ع بالبرنامج 😏 انا مارح نزل الا إذا انت خبرتنا"
17623,1105243671979609984,LY,"@kosai1khauli 🇸🇾
قصقص قلبي انت ياروح يخليلي ياك ولايحرمني منك حبيب روحي 😍💝💝 ميرسي كتير كتير 😘😘💝💝

loujaen_khouly 
لولو حبيبتي انتي تسلملي ويخليلي قلبكك 😍😍 ميرسي كتير… https://t.co/SS1WvwbgdV"
17624,1105270346729570432,LY,"@kosai1khauli 🇸🇾
دخيلو المشهور 😍😍بيلقبالككك وبتستاهل كل هالكلام الحلو 😍👌👏ربي يسعدككك ويعطيك شو تتمنى👐 ياحبيب روحي 😘

@kosai1khauli تصبح ع احلى أمنية ياقلبي 😘💝🙏 انا بحبك كتير كتير… https://t.co/VaEQl9du3k"
17625,1105471954197209216,LY,"@kosai1khauli 🇸🇾
ويسعدلي يومي بشوفتك ياروح قلبي😍😍ليك ويخليلي ياك 😭 حوب 😍 يؤبرني قلبكك ويسعدكك ويحميك حبيبي 😘😘يااحلى قصقص 💃 بحبكك انا كتيررررررر ❤❤😘

#جمهوري_وغوالي_قلبي_الغير_شكل👌🏻… https://t.co/DmUsCJexEa"
17626,1105477331705974784,LY,"@kosai1khauli 🇸🇾
يخليلي حبيبي محبوب الصغار والكبار 😍😍احلى مظاهرة 💃👏تؤبر قلبي تستاهل ياروحي كل هالمحبة 💃😘 ياريتني مكانن نيالن 😭❤

#جمهوري_وغوالي_قلبي_الغير_شكل👌🏻… https://t.co/cVOBCWLNZB"
17627,1105513511457820800,LY,"@kosai1khauli 
ييي نيالن 😭 عنجد احلى مظاهرة 💃💃 لاحلى قصقص 😍 يخليلي محبوب الصغار والكبار 😍💝😘 https://t.co/Av8Dpo1wI3"
17628,1105822680371085184,LY,@jinan_jeje @kosai1khauli حبيت الكلام👏 يخليلي الشاعر  😍😍❤❤💃😘
17629,1105828145427562368,LY,@jinan_jeje @kosai1khauli من بعدك ياقمر 😍❤رح يشوفه😃👐
17630,1105829005461282816,LY,@jinan_jeje @kosai1khauli حبيبه قلبي ياجيجي 😍🙈 تستاهلي ياقلبي 😘 ويخليليكي ياقلبي 💝💝
17631,1107372155078098944,LY,@kosai1khauli @NancyAjram ودخيلك احلى شريك ياقلبي 😍😍❤❤اللوك  جلطة ثلاثية الأبعاد 😫🔥 ناطرينك 💃❤وبالتوفيق حوب 😘🙏 https://t.co/O4dMQNs14v
17632,1107374168918708224,LY,@jinan_jeje @kosai1khauli @TonyissaActor حياتي جيجي انشالله 😂❤❤يعملولك فولو ياقلبي 😘
17633,1107730058389663616,LY,@Sarita35591004 له له ليش هالحقد😮 قصي وتيم الاثنين مبدعين ومن سوريا دخيل سوريا الولادة ⁦🇸🇾⁩😌
17634,1108137148996354048,LY,@saharaboshrof حبيبه قلبي ياسهورة ربي يخليلك ياه ❤❤🙏😘
17635,1108139674122551168,LY,@actortaim ابداع كتير حبيت دورك بس دور الابن احلى من الاب الله يعطيك العافيه يارب 🙏💝
17636,1109217750394769408,LY,"@kosai1khauli 
قصقص  حبيبي انت 
يالغلا ليش غايب عنا 😞 اشتقتلك كتير 😢💔"
17637,1114320277574434816,LY,"@kosai1khauli 🇸🇾🎉
ليك دخيل هالسنة الحلوة 😍🎉🎇احلى مواليد🎈 واحلى طفل 💃😘واحلى قصقص بالدنيا 😍 عقبال 198760434632سنة 🎂🎇🎆 الله يخلينا ياك ياروح 😘💝🙏 #جمهوري_وغوالي_قلبي_الغير_شكل👌… https://t.co/ftOYM0laFO"
17638,1114320441764655232,LY,"@kosai1khauli 🇸🇾🎉
يسعدوو هالوج 😍وينعاد عليك حبيبي بالصحة والعافية والعمر كلوو 🎂🎇🎈🎉
بونوي بحبكك موووت موووت 😘😘❤ #جمهورك_بيحبك_ومعك_على_طول #جمهوري_وغوالي_قلبي_الغير_شكل👌 #قصي_خولي… https://t.co/zVTwTlpZDT"
17639,1051608220672946176,LY,"@kosai1khauli 🇸🇾
قصقص دخيلوووو قلبكككك 😭❤ونحنا بنمووت فيك حبوبي 😭وحياة الله نحنا يلي محظوظين فيك مافي منك ياعمري 😘💚 ربي يخلينا  ياك يارب 🙏 بتستاهل ياعيوني 😍 كل هالدعم والمحبة… https://t.co/ziwrqOMuLX"
17640,1051610893832859648,LY,"@kosai1khauli 🇸🇾
دخيل نظرة عيونك 😍بعشقهم وربي 😫❤ بوسات لاحلى عيون 😘♥

saralovekosai  مبرووك الريبوست من احلى قلب بالدنيا كلها 😍💓💓
#جمهوري_وغوالي_قلبي_الغير_الشكل👌… https://t.co/YPg6lKeDaI"
17641,1051738441975615616,LY,"@kosai1khauli 🇸🇾
يسعد صباحوو احلى قلب 😍❤ كتير حبيت المقال 👌 بتستاهل ياروحي كل هالكلام الحلو 😍 😘 الله يسعدك ويحميك ياقلبي ❤🙏
يخليلي الخجول 😂❤

#جمهوري_وغوالي_قلبي_الغير_الشكل👌… https://t.co/WSysR6SJFh"
17642,1051959049657433984,LY,@kosai1khauli ياروحي 😍 ع كلامك وحنية قلبك ❤ كل شي قلتو وحتى لو كنت بعيد اكيد هو سمعو ومبسوط انو عندو ابن متلك ياقلبي 😘 ربي مايحرمك منو ويطول بعمرو ويخليلك ياه 😍 ويعيش ويشوف اولاد اولادك حبوبي 😘🙏❤ والله يحميكم يارب 🙏
17643,1052080151700402176,LY,"@kosai1khauli 🇸🇾
تعليق قصقص روحي 😍 بصفحتو 😘 وانت حبيب القلب والروح ياروحي 💟♥ وشكرااا لوجودك معنا  حبي 😘 ربي مايحرمنا منك يارب العالمين 😢🙏 ويخلينا ياك ويخليلك اهلك ويديم عليكم الصحة… https://t.co/yi4XaRGdEF"
17644,1052234234759442432,LY,"@kosai1khauli 🇸🇾
شوفو هالمريضة😷 شو كتبت لقصقص باخر بوست نزلو بصفحتو حدا بيتشمت بالموت ليك العما ضربا شو قليلة اخلاق وشوفو قصقص 😍 يؤبر قلبي 😭 شو رد عليها يخليلي الخلوق 😭❤الله بعالي… https://t.co/UlDBIwwsIA"
17645,1052271894211244032,LY,"@kosai1khauli 🇸🇾
قصقص حبوبي الغالي 😍 وبابا عميد روحو ورفيقو وخيو  لقصقص 😍❤االله يحميكم ويطول بعمره ولايحرمكم من بعض يارب 🙏 🙏 ويخلينا ياك ياكلشي بحبكك قصقص مووووووت… https://t.co/SOv9J9tQ78"
17646,1052646462008508416,LY,"@kosai1khauli 
يا ويل عيوني
كيف بتندهلك💘😥 https://t.co/NufbtXAy4C"
17647,1052653556279468032,LY,@elfannCom @kosai1khauli @fareskaram قصي رد عليها مو لانها قالت قلدت😏  لا لانها اتشمتت 😪والله يحميلو البابا ويخليلو ياه يارب🙏 ويسلملي روحي الخلوق 😘❤
17648,1052683528314478592,LY,"@kosai1khauli 🇸🇾
قصقص  حبيبي 😍 وبيسو 😍يخليلي الهضامة والشقاوة 😂😂 يجننو احلى رفقة❤  😘كتير حبيت الصورة 😍قصقص روحي امتى هالصورة دخيل هالوج قمر من يومك حبي… https://t.co/l1DkmidlTS"
17649,1052821004924403584,LY,"@kosai1khauli 🇸🇾
ياصباح الذكريات الحلوة 😍😍 واحلى اختراع التصوير الفوتوغرافي 😍👌 بيخليك مابتنسى احلى ايام واحلى لحظة عيشتها 👍💓والعمر كلو حبيبي 😘 وكل شي حققتو كلو بجهدكم والله يوفقكم… https://t.co/ouuI6oXT1O"
17650,1052838632703312000,LY,"@kosai1khauli 🇸🇾
قصقص روحي المهضوم 😂😂❤من بقعة ضوء 👌💟هههه يخليلي هالصوت وهالرقصة واحلى شي الشعرات 😂😂 عسسل  حبوبي 😘 دخيل روحك ♥ وابداعك احلى كوميدي… https://t.co/NKk3blhiZ2"
17651,1052865926146772992,LY,"@kosai1khauli 🇸🇾
من ستوري قصقص 😍😍دخيل روحككك 😂😂😂😂متت تسلملي هالضحكة دووم حبيبي 😘💓 وبعيد الشر عنك ياعمري 🙏❤ ريتا مايبلى إلهي ❤😘😘 وربي مايحرمنا من طلتك الحلوه… https://t.co/ntzxHzruos"
17652,1053369976575455232,LY,"@kosai1khauli 🇸🇾
يسعدلي يومك حبيبي 🌹💓ويسعد قلب هالابتسامة 😍ريتا ماتفارق وجك ياعمري 😘💚💛🙏وجمعة مباركة وطيبة علينا وعليك يارب 🙏

#جمهوري_وغوالي_قلبي_الغير_الشكل👌… https://t.co/RdS5RkFUad"
17653,1053590369051570176,LY,"@kosai1khauli 🇸🇾
من ستوري حبوبي ابو احلى ضحكة يخلينا ياه 😍😍😘صباحكم رامي الهضامة كلها 😂😂😂😂😂متت  دخيلك ودخيل هضامتك  ياروحي هههه 😘😘💓💓عنجد الوقعة موتتني 😂 هالمشهد بيفرط 😂 من مسلسل… https://t.co/7ZPJxVlqXD"
17654,1053594671895769216,LY,@kosai1khauli يسعد قلبك متل مابتسعد قلبنا 😘💓ودخيلك ودخيل صباحك كلو هضامة 😂😂😂 متت تسلملي هالضحكة 😂💓😘ربي يخليلي ياه 😍😍 https://t.co/Q4R2N7J3Q0
17655,1053595007209406464,LY,@kosai1khauli امين يارب ❤ ويطول بعمرك حبي 😘 وياريت انشوفكم سواء بعمل جديد 😍😍💓🙏
17656,1053595692210495616,LY,@kosai1khauli @bassel_khaiat_ هالصورة حبيتا كتير كتير 😍 عنجد لاني بحب الذكريات الحلوة 😍 ميرسي قصقص انك جاوبتني يخلينا ياك حبوبي 😘💓💓💕 مابتعرف قد اي انبسطت انك دائما معنا وبتشاركنا بكل شي ربي مايحرمنا منك حبيبي 😘💓🙏
17657,1054178573131624448,LY,"@kosai1khauli 🇸🇾
قصقص روحي 😍 ماحلاك وقت قلت هالكلام 😭❤ عنجد اقشعر بدني من هالمشهد 😫 الله يحميك حبيبي 😘 ويحمي الشام يارب… https://t.co/kCppurFr5S"
17658,1054182211128320000,LY,"@kosai1khauli 🇸🇾
دخيل روحككك احلى خديجة 😂😂واحلى صبوح ههههه موتني وقت بيقول طز 😂😂 عنجد قصقص فظيع 👌 تؤبر قلبي 😍 ع الهضامة 😂😘😘💓

#جمهوري_وغوالي_قلبي_الغير_الشكل👌… https://t.co/pvHtb6dYFJ"
17659,1054806288788422784,LY,"@kosai1khauli 🇸🇾
دخيل هالشبوبية 😍 ودخيل الازرق ودخيل الجينز ودخيل النظارة وصاحبها 😎😯😥💓

#جمهوري_وغوالي_قلبي_الغير_الشكل👌 #جمهورك_بيحبك_ومعك_على_طول👌🏻💕 #قصي_خولي https://t.co/U47QokNvDp"
17660,1055103451410194432,LY,@kosai1khauli احلى مرحبااا واحلى قصقص 😍❤ نوررت قلبي ونوررت الدنيا  😘 والحمدلله على السلامه ياقلبي ❤🙏 الله يخلينا هالطلة ولايحرمنا منها يارب العالمين ❤ 😘ونحنا اشتقنالك حبيبي 💋💕 https://t.co/7Ywlg45AAX
17661,1055104035785768960,LY,@Shaimaa2162015 @kosaikhaulii @kosai1khauli ع شو حبيبه قلبي 💓 ماعملت شي العفو حببيتي  شيمو ❤❤😘
17662,1055247135543685248,LY,"@kosai1khauli 🇸🇾
حياتي دخيل روحك 😂💓ودخيل الغمزة 😋 صلاحو و ربى افضل ثنائي 😍👌وافضل علاقة حب 😍 يخليلي صلاحو الحب 💓😘ويخليلي ابداعك حبوبي 🙏ياريت نرجع انشوفكم بعمل سواء… https://t.co/Rsj3W8eyXY"
17663,1056799111213670400,LY,"@kosai1khauli 🇸🇾
يسلملي حبوب الكل 😍😍 قصقص حبيبي 😍 الف الف مبروووك 💃💃👏 🎇🎈🎊🎉تستاهل ياروحي 💟😘 عقبال الترليون ياقلبي 😍😘😘❤❤❤❤❤❤❤❤

#جمهوري_وغوالي_قلبي_الغير_الشكل👌… https://t.co/osNjMT95eG"
17664,1056940480154517632,LY,"@kosai1khauli 🇸🇾
شعراتا  ولووو عيونا ولووو قلبا ولووو 😍💃💃🎶دخيل موددككك ياروحي 😍 والله يسعدك وين ماكنت حبوبي 😘🙏❤

#جمهوري_وغوالي_قلبي_الغير_الشكل👌 #جمهورك_بيحبك_ومعك_على_طول👌🏻💕… https://t.co/evF6vykeim"
17665,1057425893210103808,LY,@diasarah777 😂 اها انتي عندك صبح انا عندي الساعة 2:15بعد نص الليل يومك سعيد 💕
17666,1057664181833474048,LY,"@kosai1khauli 🇸🇾
يسعد مساك يالغلا 😍🌸💙 نعيمااا جمالك ياروحي 💟🙈تجننن 🙈😿الله يحميلي هالشبوبية 🙏😘 ويخليلك رفيقك  يارب ❤🙏
#جمهوري_وغوالي_قلبي_الغير_الشكل👌 #جمهورك_بيحبك_ومعك_على_طول👌🏻💕… https://t.co/HuD9D0MTDq"
17667,1057682437013192832,LY,"@kosai1khauli 🇸🇾

@Regran_ed from @kosai1khauli  -  الدكتور اسامة الشعار تشرفت بمعرفتك.  - #regrann  
عمري انت 😍 ربي يزيد محبينك ياقلبي ❤😘 ويخلينا هالطلة وهالابتسامة مايحرمنا منها… https://t.co/NkRne9Wq0Z"
17668,1057720859899633664,LY,"@kosai1khauli 🇸🇾
من ستوري قصقص 😍 الحب 💕قلبي انت تستاهل كل الحب والاهتمام 😘💕 ياريتني مكانها 💔بحطك جوات عيوني 😿🙈🙊♥

#جمهوري_وغوالي_قلبي_الغير_الشكل👌 #جمهورك_بيحبك_ومعك_على_طول👌🏻💕… https://t.co/ZXZRNATmCT"
17669,1058024452217364352,LY,"@kosai1khauli
يسعدك قلبك حبيبي 😍💓 دخيل هالوج شو بحبو 😘ربي يحميلي ياك يارب 🙏 https://t.co/QpsPifuLfS"
17670,1058032610671292416,LY,"@kosai1khauli 🇸🇾
من ستوري قصقص 😍❤ منورين ياقلبي 😘 يسعد قلبك ❤ والله يخليلك احبابك ياعمري 🙏

#جمهوري_وغوالي_قلبي_الغير_الشكل👌 #جمهورك_بيحبك_ومعك_على_طول👌🏻💕 https://t.co/n3c7vReUrM"
17671,1059191805869244416,LY,"@kosai1khauli 
نحنا كتير مناح بشوفتك 😍😍💕ياعمري 😘💚 ياروحي 😂سلامة اصبعتك 😘وصحتين وهنا ع قلوبك ياقلبي ❤ وانشاالله دائما شوف هالوج الحنون مبسوط 😍🙏💓

#جمهوري_وغوالي_قلبي_الغير_الشكل👌… https://t.co/tc7yuSCcGR"
17672,1059220543709286400,LY,"@kosai1khauli 🇸🇾
ههههه حياتي 😍 اكيد بتولع هاد قصقص مو حي يلا 😂ايوااا ولعها ياخولي 💃💃💕💕😘
#جمهوري_وغوالي_قلبي_الغير_الشكل👌 #جمهورك_بيحبك_ومعك_على_طول👌🏻💕 https://t.co/T4XaNEMhdt"
17673,1059252648132644864,LY,@kosai1khauli دخيل هالعيون😍 شو اشتقتلن  ودخيل هالغمزة  😲😘💕 https://t.co/7t6RMd4a2Y
17674,1059252843381751808,LY,@Shaimaa2162015 @kosai1khauli قصقص روحي بليز اعمل لشيمو فولو 🙊💕يخليلي قلبك 💕
17675,1059253126971252736,LY,@kosai1khauli صحتين وعافيه على قلوبك ياقلبي ❤😘 والف مبروك والله يقومها بالسلامة يارب 🙏
17676,1059467027574706176,LY,"@kosai1khauli 🇸🇾
من ستوري قصقص حووب 😍دخيل جمالك انا 😍💕ودخيل هالابتسامة ماحلاها 😋❤😘 الله يحميك ويخليلك رفقاتك ياقلبي ❤❤

#جمهوري_وغوالي_قلبي_الغير_الشكل👌… https://t.co/eVSzoqGUKY"
17677,1060099884039225216,LY,"@kosai1khauli 🇸🇾
يسعد صباحك حبوبي 😍🌷💕 دخيل هالحلا 😍الله يحميلي هالشبوبية 🙏😘💓

#جمهوري_وغوالي_قلبي_الغير_الشكل👌 #جمهورك_بيحبك_ومعك_على_طول👌🏻💕 #خولية_ليبيا #قصي_خولي https://t.co/sQ3OMn7Bir"
